size_bytes,extension,file_age_days,days_since_modified,modification_count,recent_activity_count,is_duplicate,duplicate_count,folder_type,importance_label
2202,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1676,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1741,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1927,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1609,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1685,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1977,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1574,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1750,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1618,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1847,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1538,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1809,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1645,.pdf,0,102,0,0,0,0,GENERAL,HIGH
2114,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1779,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1843,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1656,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1605,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1996,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1590,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1572,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1894,.pdf,0,102,0,0,0,0,GENERAL,HIGH
2001,.pdf,0,102,0,0,0,0,GENERAL,HIGH
2144,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1616,.pdf,0,102,0,0,0,0,GENERAL,HIGH
2061,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1679,.pdf,0,102,0,0,0,0,GENERAL,HIGH
1642,.pdf,0,102,0,0,0,0,GENERAL,HIGH
82741,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
481544,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
72695,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
60415,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
888854,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
81238,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
594038,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
36967,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
44547,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
914876,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
64620,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
493108,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
745612,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
35755,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
1085052,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
568390,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
803865,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
83372,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
1121575,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
436437,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
446312,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
403596,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
407926,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
131545,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
473161,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
476333,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
856694,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
36588,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
29892,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
928516,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
156495,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
130410,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
452892,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
569901,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
356365,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
412688,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
1024128,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
79593,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
54448,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
28554,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
42891,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
1153846,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
161207,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
791233,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
36353,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
946809,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
320785,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
892366,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
71036,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
1140146,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
107933,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
630492,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
559378,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
520233,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
54372,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
967331,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
429469,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
775679,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
92267,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
870778,.mp4,0,26,0,0,0,0,VIDEOS,HIGH
14157772,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
13895050,.mp4,0,0,0,0,1,2,VIDEOS,HIGH
13895050,.mp4,0,0,0,0,1,2,VIDEOS,HIGH
6350231,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
294221387,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
23430574,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
237087783,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
35412362,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
36511631,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
7958023,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
3181431,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
79214606,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
45189879,.mp4,0,0,0,0,1,2,VIDEOS,HIGH
45189879,.mp4,0,0,0,0,1,2,VIDEOS,HIGH
23585771,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
66527099,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
97751985,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
28209808,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
47700690,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
15019961,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
190580091,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
12204973,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
61180819,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
448629,.mp4,0,151,0,0,0,0,VIDEOS,HIGH
5856914,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
51563343,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
41783886,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
20575380,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
12011940,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
16085035,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
113084111,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
38366884,.mp4,0,0,0,0,0,0,VIDEOS,HIGH
1497775,.mp4,0,151,0,0,0,0,VIDEOS,HIGH
10018840,.mp4,0,353,0,0,0,0,VIDEOS,MEDIUM
20971520,.mp4,0,500,0,0,0,0,VIDEOS,LOW
1259878,.mp4,0,151,0,0,0,0,VIDEOS,HIGH
