size_bytes,extension,file_age_days,days_since_modified,modification_count,recent_activity_count,is_duplicate,duplicate_count,folder_type,importance_label
53476,.png,5,5,0,0,0,0,PICTURES,LOW
308394,.png,5,5,0,0,0,0,PICTURES,LOW
252756,.png,5,5,0,0,0,0,PICTURES,LOW
251943,.png,5,5,0,0,0,0,PICTURES,LOW
318544,.png,5,5,0,0,0,0,PICTURES,LOW
40960,.png,0,0,0,0,0,0,PICTURES,LOW
56966,.png,0,0,0,0,0,0,PICTURES,LOW
174252,.png,0,0,0,0,0,0,PICTURES,LOW
129,.java,192,192,0,0,0,0,DESKTOP,LOW
1072061,.csv,10,10,0,0,0,0,DOWNLOADS,HIGH
346537,.pdf,765,765,0,0,0,0,DESKTOP,MEDIUM
1258334,.png,277,277,0,0,0,0,DESKTOP,LOW
4315338,.bmp,159,159,0,0,0,0,DESKTOP,MEDIUM
4306862,.bmp,159,159,0,0,0,0,DOWNLOADS,MEDIUM
3057287,.docx,92,92,1,1,0,0,DOWNLOADS,MEDIUM
9330,.docx,141,141,0,0,0,0,DOWNLOADS,MEDIUM
1909935,.pptx,91,91,0,0,0,0,DESKTOP,MEDIUM
145765496,.exe,24,24,1,1,0,0,DOWNLOADS,MEDIUM
21162,.swf,310,310,0,0,1,2,DESKTOP,MEDIUM
25553,.pdf,0,0,0,0,1,2,DOWNLOADS,MEDIUM
25553,.pdf,0,0,0,0,1,2,DOWNLOADS,HIGH
60409,.pdf,0,0,0,0,0,0,DOWNLOADS,HIGH
490,.json,175,175,0,0,0,0,DESKTOP,HIGH
72036,.csv,17,17,0,0,0,0,DOWNLOADS,HIGH
10323,.css,223,223,0,0,0,0,DESKTOP,HIGH
119,.css,349,349,0,0,0,0,DOWNLOADS,HIGH
181,.css,349,348,0,0,0,0,DOWNLOADS,HIGH
5317434,.docx,380,380,0,0,0,0,DOWNLOADS,HIGH
5320550,.docx,380,380,0,0,0,0,DOWNLOADS,HIGH
2302,.ipynb,175,175,0,0,0,0,DESKTOP,LOW
6032,.ipynb,174,174,0,0,0,0,DOWNLOADS,LOW
22285,.tsbuildinfo,310,310,0,0,1,2,DESKTOP,HIGH
22026,.tsbuildinfo,310,310,0,0,1,2,DESKTOP,HIGH
500456,.ipynb,17,17,0,0,0,0,DOWNLOADS,MEDIUM
16774,.ipynb,17,17,0,0,0,0,DOWNLOADS,MEDIUM
617,.ipynb,10,10,0,0,0,0,DOWNLOADS,MEDIUM
557455,.ipynb,168,168,0,0,0,0,DOWNLOADS,MEDIUM
112,.py,349,349,0,0,0,0,DOWNLOADS,LOW
113,.py,349,349,0,0,0,0,DOWNLOADS,LOW
1677,.txt,383,383,0,0,1,8,DESKTOP,LOW
7240772,.mp4,182,182,0,0,0,0,DESKTOP,HIGH
106,.py,349,349,0,0,0,0,DOWNLOADS,MEDIUM
876536,.exe,24,24,0,0,0,0,DOWNLOADS,HIGH
2652903,.vsix,390,390,0,0,0,0,DOWNLOADS,HIGH
94579736,.exe,993,993,0,0,0,0,DOWNLOADS,HIGH
128534,.jpg,984,984,0,0,0,0,PICTURES,LOW
4747,.jpeg,279,279,0,0,1,3,DOWNLOADS,LOW
4747,.jpeg,279,279,0,0,1,3,DOWNLOADS,LOW
15605,.jpeg,159,159,0,0,0,0,DOWNLOADS,LOW
77922,.jpeg,66,66,0,0,0,0,DOWNLOADS,LOW
66307,.jpeg,66,66,0,0,0,0,DOWNLOADS,LOW
80384,.exe,203,203,0,0,1,5,DESKTOP,HIGH
2231792,.exe,182,182,0,0,0,0,DOWNLOADS,HIGH
551,.lock,223,224,0,0,1,5,DESKTOP,HIGH
